User,Text,Creation_Date,SCNLP_MC_Very_Negative,SCNLP_MC_Negative,SCNLP_MC_Neutral,SCNLP_MC_Positive,SCNLP_MC_Very_Positive,TB_MC_Polarity,TB_MC_Subjectivity,VD_MC_Positive,VD_MC_Compound,VD_MC_Neutral,VD_MC_Negative
Ryan2011,"Mr. Gill has been very professional in his approch in handling YB. From the time he started with YB, high provissioning done last Q, to safegard the money, which was given to companies blindly, just the skyrocket the share price of YB. whic... ",2019-07-22 18:00:00,0.049148502641769995,0.16393079952184,0.26701270028313,0.4117072829703,0.10820071458296,-0.052499999999999984,0.3508333333333333,0.05,0.29600000000000004,0.95,0.0
Ani0057,Life is like a ten speed bike. Most of us have gears we never use. Check Tele - Gram @ProfitBaba,2019-07-22 18:00:00,0.0341084344269,0.28085223745821003,0.55146911751836,0.11658742369101,0.016982786905529998,0.25,0.25,0.128,0.3612,0.872,0.0
velazhagan,what happened today bulk buying at nse and bse too many lots who is buying ?,2019-07-22 17:58:00,0.03962228160839,0.45689124377957,0.4824632075272101,0.01694199173799,0.00408127534684,0.5,0.5,0.0,0.0,1.0,0.0
Prospero1,This is a roller coaster. Up today down tomorrow. Enjoy the ride.,2019-07-22 17:58:00,0.03230459535007,0.23835734488152,0.66421561956848,0.05580078668623,0.0093216535137,0.12222222222222222,0.3944444444444445,0.242,0.4939,0.758,0.0
vinser,"Guys, i am not sure how many of you watched RG`s interview given in Bloomberg after Q1 results. He is so composed , know what he is doing and he has great plans ahead to take the Yes bank to the next level. Will it happen next week? No ..it... ",2019-07-22 17:53:00,0.14992013224370002,0.59590002030595,0.19711050800815,0.0368453870264,0.02022395241581,0.21,0.42777777777777776,0.124,0.5629,0.8009999999999999,0.076
RnD_Stock,"simple, buy on rumors and sell on news, Gill will kill all positive news and we can see down trend tomorrow.",2019-07-22 17:51:00,0.33664751635420004,0.51585925277207,0.11854183635829,0.01214079983364,0.01681059468179,0.023905723905723892,0.3971620971620972,0.132,-0.2732,0.696,0.172
RnD_Stock,my worry is Gill and yesbank management will be first to decline any positive news / rumour on there own stock. killers,2019-07-22 17:49:00,0.28124260187885,0.59368716928153,0.10256422180927,0.01014235049484,0.0123636565355,0.3590909090909091,0.6262626262626262,0.125,-0.5574,0.625,0.25
KrTradingSolution,"Btst yes bank @ 91 , stoploss 89 , target 93 and above .!!",2019-07-22 17:46:00,0.14779510684886,0.52498168051018,0.20629432236733,0.07791999995586,0.04300889031776,0.0,0.1,0.247,0.508,0.753,0.0
prahantking,want to invest in this because it will give good return in near future,2019-07-22 17:31:00,0.00834636972948,0.04392493001681,0.18638156669234,0.7149027057296998,0.04644442783167,0.26666666666666666,0.375,0.259,0.4939,0.741,0.0
Ryan2011,"If Dhfl gets the deal done, then you will see shorters see stars...As YB can go up Rs.10 or Rs.20 within minutes...Dont try shorting in this market, Mr. Gill in his interview said, there are couple of accounts which are from the watchlist w... ",2019-07-22 17:31:00,0.17943529662333998,0.50353563627315,0.24865370746071,0.04286039584454,0.02551496379826,0.0,0.0,0.0,0.0,1.0,0.0
vanraj2487,tomorrow it will touch 100 sure so keep more invest and earn better,2019-07-22 17:30:00,0.00537251543435,0.01029087870159,0.05037822101394,0.7172513922163901,0.21670699263373008,0.5,0.6296296296296297,0.321,0.6369,0.679,0.0
breakout1989,As expected yes bank took reversal from 82...Now standing @ first target of 91..Holding till 97..Cheers...,2019-07-22 17:29:00,0.09906428050016004,0.64629682251676,0.22957393078272,0.01905860530352,0.00600636089684,0.075,0.3666666666666667,0.162,0.4019,0.838,0.0
Sen800,"No announcement from DHFL till now, Hope fully this should not be a rumour like before, otherwise again tomorrow sell off will be there.",2019-07-22 17:26:00,0.10796712308728998,0.6765810901504999,0.19236051470278,0.01762309368188,0.00546817837755,0.0,0.0,0.107,-0.1053,0.735,0.158
JpB7cDQuEp,hi friends keep investing in this stick it will give u good profit on tmrw....,2019-07-22 17:22:00,0.01033588418364,0.01718679622933,0.03227936714849,0.60238661446983,0.33781133796871,0.7,0.6000000000000001,0.447,0.836,0.5529999999999999,0.0
Aavani,"@suan7581... Noted your comments. Could you please highlight to this forum, the source of this great wisdom.",2019-07-22 17:21:00,0.08603723002297001,0.35693806827765995,0.23207667154142,0.25592546499719,0.06902256516076,0.8,0.75,0.5,0.9182,0.5,0.0
upendra_27,As I told you earlier Mr Rana Kapoor and Gill have stuck the deal.Yes will fly from tommorrow.,2019-07-22 17:19:00,0.15288067482365,0.65872477125613,0.12316509405187,0.045607619955239986,0.01962183991312,0.4,0.7,0.0,-0.25,0.889,0.111
kds12,I think all the bad news in the stock has discounted now,2019-07-22 17:17:00,0.09228910374616,0.57481115998356,0.29851353813924,0.02691423972886,0.00747195840218,-0.6999999999999998,0.6666666666666666,0.08800000000000001,-0.5106,0.657,0.255
rajatmalhotra07,"Since it has closed above Rs. 90, technically the next target is Rs. 114, can be achieved in 2-3 days",2019-07-22 17:16:00,0.12999453884876,0.62947024708441,0.15595328898401,0.06405337410502,0.0205285509778,-0.025,0.07500000000000001,0.0,0.0,1.0,0.0
knath2017,"Investors Hope increased. But one point I can not understand. After a good rise why in pre opening of trading window there were seller in NSE and BSE Both. Although nearly 25,000- around shares only.",2019-07-22 17:08:00,0.06629223393912001,0.3850420801316,0.38647284891126,0.13065974357078,0.03153309344724,0.26666666666666666,0.6666666666666666,0.16399999999999998,0.2939,0.755,0.081
yogg,"catching the trend, predict bullish movement in next 12 days",2019-07-22 17:08:00,0.08958888817566,0.54362460427158,0.24856970538322,0.09145288278204,0.0267639193875,0.3,0.45,0.0,0.0,1.0,0.0
Vivek1143,To Yes bank is continuously increasing from last week so i think it will be good for trade.,2019-07-22 17:06:00,0.06428778025962001,0.43799825134396,0.38542648993485,0.09618453468496,0.01610294377662,0.35,0.33333333333333337,0.272,0.6808,0.728,0.0
raufEQ,yes definitely says today yes for more whaz on seven two seven six eigh two eight one four five...,2019-07-22 17:01:00,0.004741515420710001,0.037166262766519985,0.77170601586521,0.17767929071964994,0.008706915227909999,0.25,0.5,0.336,0.7964,0.664,0.0
WiseBull,tradeadwise.com had advised to remove this stock from portfolio in September last year. stands true to support retail investors from facing losses,2019-07-22 17:00:00,0.15812249866628,0.55245916578887,0.2309446842087501,0.0399022698382,0.0185713814979,0.175,0.3583333333333333,0.202,0.4215,0.6990000000000001,0.099
suan7581,"For this expiry difficult to cross 100, for August month it will mostl trade between 80 and 100..after touching 100 it come back to 80 in August",2019-07-22 17:00:00,0.05951249459883,0.3709767487342701,0.33916422678785,0.20426758957353,0.026078940305520004,0.0,0.375,0.0,-0.3612,0.912,0.08800000000000001
DuggalPUNJABI,respected people I always with data and sentiment. So sending best messages after checking data. I think it`s BEST. GOD BLESS U ALL,2019-07-22 17:00:00,0.04331540887178,0.08078696619433,0.05887231724741001,0.51331878986986,0.30370651781663,1.0,0.3,0.557,0.9632,0.443,0.0
teenaaa,Get daily 1 confirm sure shot call. search on —tele—gram— @KR TRADING SOLUTION,2019-07-22 16:57:00,0.06783310434798,0.4181843873970499,0.37551609572697,0.11194665948976,0.02651975303824,0.25,0.4444444444444444,0.348,0.6523,0.652,0.0
sanjeevpal,absolutely right about the way of investment . these forom is only for their own feeling. all the interest people came here for news only,2019-07-22 16:56:00,0.00224950758526,0.00369244429574,0.02916896834683,0.7789913884066499,0.18589769136553,0.22142857142857145,0.8839285714285714,0.17,0.5423,0.83,0.0
pardhu_FUT,In my opinion.This forum has mix of all opinions u should use this only for knowing any latest news regarding stock. Shouldn`t trade based on comments here.,2019-07-22 16:51:00,0.10097085355274,0.5255011453266599,0.25747932974938004,0.09214847303261,0.0239001983386,0.25,0.95,0.0,0.0,1.0,0.0
Aavani,"When people were posting nasty comments on why Mr. Gill is not raising capital, I had always maintained that he will do it from a position of strength after resolution of few key accounts.",2019-07-22 16:51:00,0.05881151595638,0.18874018289344,0.16819754088084002,0.53525343911961,0.04899732114974,-0.4,0.7000000000000001,0.087,-0.1027,0.815,0.098
GRitsS4ojE,Guy please keep pecence for some time and don t sell a single share at least 3 days you all are find its will fly to up move and touch 150/160 range but people are not waiting that is the reason for down price l,2019-07-22 16:50:00,0.04577971045492,0.42634668966147,0.36888407089381,0.14068299226619,0.01830653672361,0.06825396825396826,0.4507936507936508,0.077,0.3071,0.923,0.0
CAPTINVEST,Neither know nor interested in trading part however it`s a good bank with decent history & a huge loan book. Calls for 20 or 300 within short span are both not in sync with reality. YB is going thru a lean patch which most others in the ban... ,2019-07-22 16:45:00,0.05542283983081,0.43286808290215,0.46001215777359,0.04189590940066002,0.00980101009279,0.3361111111111111,0.5777777777777777,0.14800000000000002,0.7295,0.852,0.0
GRitsS4ojE,Only 3 days don t sell a single share at least you find its will fly and its touch 150/160 lebel,2019-07-22 16:43:00,0.010908454301139998,0.13105304625619,0.7798495385574999,0.07389544676439999,0.00429351412077,0.10714285714285716,0.6285714285714286,0.115,0.29600000000000004,0.885,0.0
Truekiller,but.. fundamentally and trendwise it will move to 80 and below that...,2019-07-22 16:42:00,0.00806247365991,0.04212853044669,0.86241867419609,0.07965259368989999,0.00773772800742,0.0,0.0,0.0,0.0,1.0,0.0
GRitsS4ojE,Only 3 days don t sell a single share at least you find its,2019-07-22 16:42:00,0.00401806758524,0.06644572395286,0.91141891822542,0.01719295860388,0.00092433163259,-0.1238095238095238,0.5380952380952381,0.18,0.29600000000000004,0.82,0.0
ishu_love,so many msg in this fourm every 1 s different view some said by some said sell dont no whom to follow so much confuse,2019-07-22 16:41:00,0.12007842631025,0.6092205858730699,0.20212118952117,0.04965593949219002,0.01892385880332,0.2333333333333333,0.43333333333333335,0.075,-0.0748,0.838,0.087
pkj1656,tommorow target 98 enjoy buying good news is coming soon..,2019-07-22 16:41:00,0.02478893220795,0.08776641358107,0.20622696257876005,0.55887446512576,0.12234322650645,0.55,0.55,0.433,0.7269,0.5670000000000001,0.0
GRitsS4ojE,Yes you are apsulutaly right if only 3 days no one will sell its will fly and cross 150/160,2019-07-22 16:40:00,0.02902908166055,0.1881726890442,0.3743003709754001,0.3604569815774,0.04804087674245,0.27142857142857146,0.6089285714285714,0.129,0.128,0.7659999999999999,0.105
teennaa,Get daily 1 confirm sure shot call. search on —tele—gram— @KR TRADING SOLUTION,2019-07-22 16:12:00,0.06783310434798,0.4181843873970499,0.37551609572697,0.11194665948976,0.02651975303824,0.25,0.4444444444444444,0.348,0.6523,0.652,0.0
ash0309,One RG has up Congress party and resigned ...The RG is screwing up this organization and looks like he will also do the name,2019-07-22 15:51:00,0.25527219232469,0.55279127947788,0.14231227130051002,0.02881261520743,0.02081164168948,0.0,0.0,0.179,0.3182,0.687,0.134
qq1,tomorrow taget 70 definately bad new is coming .... regular,2019-07-22 15:48:00,0.13163360802793,0.7218071902739599,0.12565194597797,0.013327726930780001,0.0075795287893699985,-0.18787878787878784,0.3993783993783993,0.0,-0.5423,0.72,0.28
Cool_Jigar,There is no such news.. where u all got this news any link or authenticity of this news. Don t spread rumors.. pls share it..,2019-07-22 15:45:00,0.14593037851992002,0.65049075060146,0.15943012163283,0.0346568737267,0.00949187551909,0.0,0.5,0.136,0.0772,0.778,0.086
GRitsS4ojE,Tomorrow it will touch 100/105 and end of the month above 120,2019-07-22 15:45:00,0.0066823412949600005,0.01671395886335,0.09634967205583,0.7590585562054001,0.12119547158047,0.0,0.1,0.0,0.0,1.0,0.0
lmw,Don`t share fake news. all r more amount loss so only share current news,2019-07-22 15:42:00,0.0817720538733,0.44318740605466,0.4128921155889799,0.048409713715739995,0.013738710767319999,0.0,0.725,0.231,-0.3134,0.472,0.298
prabir001,unbelievable shorters are dead or they will come tomorrow. Reborn.,2019-07-22 15:42:00,0.05746066348204,0.51135701206699,0.41777898671422,0.01090760178899,0.00249573594776,-0.225,0.7,0.128,-0.5423,0.5670000000000001,0.305
nsent24,tomorrow we could see huge short covering and will cross 107 and above,2019-07-22 15:37:00,0.049569035248769995,0.22576909722963,0.26827017423176003,0.38454420490387,0.07184748838597001,0.10000000000000002,0.325,0.161,0.3182,0.8390000000000001,0.0
lmw,towmrow target 120......... or 70..........................................,2019-07-22 15:35:00,0.03793491872879,0.25166846961,0.54890673101873,0.14039601043129002,0.02109387021119,0.0,0.0,0.0,0.0,1.0,0.0
vinuk,"artificially up, tomorrow u will see it down and profit booking take place.",2019-07-22 15:34:00,0.06545808072448,0.16235367826941,0.16683238009341,0.42355454222359,0.18180131868911,-0.37777777777777777,0.6444444444444445,0.209,0.4404,0.7909999999999999,0.0
ajnathavasi,don`t get so irritated all these days you enjoyed by shorting burn your fingers for at least one day and enjoy good luck for tomorrow,2019-07-22 15:34:00,0.01110002887836,0.02528143328751,0.13435824742660998,0.6358279671210401,0.19343232328648,0.325,0.55,0.342,0.8193,0.551,0.107
investopedia_india,It`s not on news this time.. It`s actual long needed run.. It bottomed out.. In my opinion it May reflect higher level very soon..,2019-07-22 15:32:00,0.05073611210387,0.3709211171268401,0.51050757687918,0.05814603111446,0.00968916277566,0.1,0.325,0.0,0.0,1.0,0.0
qq1,faltu mai fake new maat bhejo yes bank will trade between 80 to 95 of three month till some good news in 2nd quater,2019-07-22 15:31:00,0.11581993681021,0.57501968463897,0.2242972924408,0.06571339539655,0.01914969071347,0.08409090909090908,0.5136363636363637,0.189,0.3612,0.7070000000000001,0.104
dihama,Dragon needs to slayed once for all so that Retail Investors will heave a sigh of relief.,2019-07-22 15:31:00,0.12288253969953,0.63483819447454,0.18538368693274,0.04572511505619002,0.011170463836999999,0.0,0.0,0.231,0.4939,0.769,0.0
himapahal,from next quarter results will show very much improvement... and some also Good massage received from New CEO... Mr ranvit is handling all situation very carefully and transperancy....,2019-07-22 15:30:00,0.0040652542543,0.01351172604325,0.1366154987798,0.7613003361731899,0.08450718474945,0.19327272727272726,0.4629090909090909,0.153,0.5709,0.847,0.0
ConRayinvest,Few Days more left for the announcement regarding Capital Infusion.....stay invested,2019-07-22 15:30:00,0.0303419392717,0.37170449836186,0.55567889290892,0.03712547272069,0.00514919673683,0.1,0.2,0.0,0.0,1.0,0.0
DuggalPUNJABI,All we checked SHORTS COVERING with 85 & 90 levels . CHECK DATA EVEN Congratulations who book profits,2019-07-22 15:29:00,0.06430290696094,0.27324561077418,0.34838352122990995,0.25324841897355,0.06081954206141001,0.0,0.0,0.327,0.7783,0.6729999999999999,0.0
IndianStockKing,buy yes bank for st tgt 120 to 125 good luck,2019-07-22 15:27:00,0.07627348905237,0.43717177372448,0.28227578165812,0.17567848136819,0.028600474196849995,0.7,0.6000000000000001,0.518,0.8225,0.482,0.0
value2value,"It seems yes bank problem is over, strong hands shifting some money from HDFC and HDFC Bank to Yes Bank, it`s wise now to take positive position on Yes Bank may see 120 level soon",2019-07-22 15:20:00,0.1133360248574,0.57607402280525,0.28327288678677,0.01992769264267,0.00738937290791,0.4535353535353535,0.7262626262626263,0.371,0.9371,0.574,0.055
Basuk,It is simply because of the DHLF news and nothing else. Search GOOGLE,2019-07-22 14:53:00,0.0824640101884,0.39999170543952,0.37735792777663996,0.11435778410452001,0.025828572490909998,0.0,0.35714285714285715,0.0,0.0,1.0,0.0
